0	Y	610406079	7	ガスター散２％	09	ｶﾞｽﾀｰｻﾝ2%	33	1	ｇ	1	15.10	0	0	0	0	0	0	0	0	0	1	0	1	16.50	0	0	1		20250401	99999999
0	Y	610406193	4	テンマ末	05	ﾃﾝﾏﾏﾂ	33	1	ｇ	1	22.30	0	0	0	0	0	0	0	0	0	7	0	1	22.80	0	0	1		20250401	99999999
0	Y	610406227	8	花扇加工ブシ末Ｋ	15	ﾊﾅｵｳｷﾞｶｺｳﾌﾞｼﾏﾂK	33	1	ｇ	1	9.80	0	0	0	0	0	0	0	0	0	1	0	1	10.10	0	0	1		20250401	99999999
0	Y	610406231	13	バリトゲンＨＤ　９８．６％	09	ﾊﾞﾘﾄｹﾞﾝHD	33	1	ｇ	1	1.44	0	0	0	0	0	0	0	1	0	0	0	1	1.44	0	0	1		20250401	99999999
0	Y	610406232	11	バリトップＨＤ　９９％	09	ﾊﾞﾘﾄｯﾌﾟHD	33	1	ｇ	1	1.48	0	0	0	0	0	0	0	1	0	0	0	1	1.48	0	0	1		20250401	99999999
0	Y	610406378	11	ＭＳコンチン錠６０ｍｇ	14	MSｺﾝﾁﾝｼﾞｮｳ60MG	16	1	錠	1	1288.10	0	1	0	0	0	0	0	0	0	0	0	1	1288.10	0	0	1		20250401	99999999
0	Y	610406382	16	オステラック錠１００　１００ｍｇ	13	ｵｽﾃﾗｯｸｼﾞｮｳ100	16	1	錠	1	10.90	0	0	0	0	0	0	0	0	0	0	0	1	11.20	0	0	1		20250401	99999999
0	Y	610406383	16	オステラック錠２００　２００ｍｇ	13	ｵｽﾃﾗｯｸｼﾞｮｳ200	16	1	錠	1	15.50	0	0	0	0	0	0	0	0	0	0	0	1	16.20	0	0	1		20250401	99999999
0	Y	610406385	16	セロシオンカプセル１０　１０ｍｇ	12	ｾﾛｼｵﾝｶﾌﾟｾﾙ10	15	4	カプセル	1	136.50	0	0	0	0	0	0	0	0	0	0	0	1	136.50	0	0	1		20250401	99999999
0	Y	610406386	11	ゾビラックス顆粒４０％	15	ｿﾞﾋﾞﾗｯｸｽｶﾘｭｳ40%	33	1	ｇ	1	69.10	0	0	0	0	0	0	0	0	0	1	0	1	80.20	0	0	1		20250401	99999999
0	Y	610406387	10	ハイペン錠１００ｍｇ	14	ﾊｲﾍﾟﾝｼﾞｮｳ100MG	16	1	錠	1	8.40	0	0	0	0	0	0	0	0	0	0	0	1	9.70	0	0	1		20250401	99999999
0	Y	610406388	10	ハイペン錠２００ｍｇ	14	ﾊｲﾍﾟﾝｼﾞｮｳ200MG	16	1	錠	1	12.30	0	0	0	0	0	0	0	0	0	0	0	1	14.20	0	0	1		20250401	99999999
0	Y	610406389	10	プロマック顆粒１５％	13	ﾌﾟﾛﾏｯｸｶﾘｭｳ15%	33	1	ｇ	1	30.00	0	0	0	0	0	0	0	0	0	1	0	1	33.60	0	0	1		20250401	99999999
0	Y	610406390	14	ベイスン錠０．２　０．２ｍｇ	12	ﾍﾞｲｽﾝｼﾞｮｳ0.2	16	1	錠	1	14.50	0	0	0	0	0	0	0	0	0	1	0	1	16.00	0	0	1		20250401	99999999
0	Y	610406391	14	ベイスン錠０．３　０．３ｍｇ	12	ﾍﾞｲｽﾝｼﾞｮｳ0.3	16	1	錠	1	14.90	0	0	0	0	0	0	0	0	0	1	0	1	16.70	0	0	1		20250401	99999999
0	Y	610406392	11	ペルマックス錠５０μｇ	18	ﾍﾟﾙﾏｯｸｽｼﾞｮｳ50ﾏｲｸﾛG	16	1	錠	1	20.30	0	0	0	0	0	0	0	0	0	0	0	1	23.90	0	0	1		20250401	99999999
0	Y	610406393	12	ペルマックス錠２５０μｇ	19	ﾍﾟﾙﾏｯｸｽｼﾞｮｳ250ﾏｲｸﾛG	16	1	錠	1	74.60	0	0	0	0	0	0	0	0	0	0	0	1	90.10	0	0	1		20250401	99999999
0	Y	610406394	18	メタライト２５０カプセル　２５０ｍｇ	13	ﾒﾀﾗｲﾄ250ｶﾌﾟｾﾙ	15	4	カプセル	1	293.30	0	0	0	0	0	0	0	0	0	1	0	1	293.30	0	0	1		20250401	99999999
